title,id,title,body,accepted_answer_id,answer_count,comment_count,community_owned_date,creation_date,favorite_count,last_activity_date,last_edit_date,last_editor_display_name,last_editor_user_id,owner_display_name,owner_user_id,post_type_id,score,tags,view_count
how to use google cloud vision to extract multiple text language in android studio,47537811,how to use google cloud vision to extract multiple text language in android studio,"<p>I am trying to build an android application (in android studio platform) which extracts different text languages from image using google cloud vision, but I have a problem in starting. </p>

<p>I don't know how to use google cloud files. Which files do I need to create or download and how to direct my API to extract multiple languages?</p>

<p>I got the API and this source code :</p>

<blockquote>
  <p>POST <a href=""https://vision.googleapis.com/v1/images:annotate?key=YOUR_API_KEY"" rel=""nofollow noreferrer"">https://vision.googleapis.com/v1/images:annotate?key=YOUR_API_KEY</a></p>
</blockquote>

<pre><code>{
  ""requests"": [
    {
      ""image"": {
        ""content"": ""/9j/7QBEUGhvdG9zaG9...base64-encoded-image-content...fXNWzvDEeYxxxzj/Coa6Bax//Z""
      },
      ""features"": [
        {
          ""type"": ""TEXT_DETECTION""
        }
      ]
    }
  ]
}



public static void detectText(String filePath, PrintStream out) throws Exception, IOException {
  List&lt;AnnotateImageRequest&gt; requests = new ArrayList&lt;&gt;();

  ByteString imgBytes = ByteString.readFrom(new FileInputStream(filePath));

  Image img = Image.newBuilder().setContent(imgBytes).build();
  Feature feat = Feature.newBuilder().setType(Type.TEXT_DETECTION).build();
  AnnotateImageRequest request =
      AnnotateImageRequest.newBuilder().addFeatures(feat).setImage(img).build();
  requests.add(request);

  try (ImageAnnotatorClient client = ImageAnnotatorClient.create()) {
    BatchAnnotateImagesResponse response = client.batchAnnotateImages(requests);
    List&lt;AnnotateImageResponse&gt; responses = response.getResponsesList();

    for (AnnotateImageResponse res : responses) {
      if (res.hasError()) {
        out.printf(""Error: %s\n"", res.getError().getMessage());
        return;
      }

      // For full list of available annotations, see http://g.co/cloud/vision/docs
      for (EntityAnnotation annotation : res.getTextAnnotationsList()) {
        out.printf(""Text: %s\n"", annotation.getDescription());
        out.printf(""Position : %s\n"", annotation.getBoundingPoly());
      }
    }
  }
}
</code></pre>",,1,0,,2017-11-28 17:43:37.480 UTC,,2017-11-30 19:16:12.923 UTC,2017-11-29 05:18:15.230 UTC,,5894241,,4748115,1,0,google-cloud-platform|ocr|google-vision|android-vision,974
How to use google cloud vision with Google App Engine Python?,43814654,How to use google cloud vision with Google App Engine Python?,"<p>I am trying to use <a href=""https://cloud.google.com/vision/"" rel=""nofollow noreferrer"">https://cloud.google.com/vision/</a> in my Google App Engine Python application. Are there examples for using it?</p>

<p>I followed the tutorial: <a href=""https://www.programmableweb.com/news/how-to-build-monitoring-application-google-cloud-vision-api/how-to/2016/03/29?page=4"" rel=""nofollow noreferrer"">https://www.programmableweb.com/news/how-to-build-monitoring-application-google-cloud-vision-api/how-to/2016/03/29?page=4</a> </p>

<p>and</p>

<p>I am getting an error when I use the following after enabling the Cloud-Vision API in the API manager:</p>

<pre><code>from googleapiclient.discovery import build
from oauth2client.client import GoogleCredentials
</code></pre>

<p><strong>Error</strong></p>

<pre><code>   from googleapiclient.discovery import build
ImportError: No module named googleapiclient.discovery
</code></pre>

<p>Am I missing a dependency configuration?</p>",43818893,1,0,,2017-05-05 22:33:43.463 UTC,1,2017-05-09 15:56:02.197 UTC,2017-05-08 22:55:15.033 UTC,,376742,,376742,1,0,python|google-app-engine|google-api-python-client|google-cloud-vision,674
data usage restrictions on Google Vision [google-cloud-vision],42258263,data usage restrictions on Google Vision [google-cloud-vision],<p>Could not find any information on Google T &amp; C on whether Google Vision is allowed to use data it has to train it's API. Anyone knows?</p>,,0,0,,2017-02-15 19:20:02.283 UTC,,2017-10-07 15:28:06.587 UTC,2017-10-07 15:28:06.587 UTC,,712995,,7570933,1,1,vision,34
Specify language for response in Google Cloud Vision API,50764331,Specify language for response in Google Cloud Vision API,"<p>I'm using the Google Cloud Vision API to detect landmarks, webEntities and other things from a given image (check the docs <a href=""https://cloud.google.com/vision/docs/libraries"" rel=""nofollow noreferrer"">here</a>), I am specifically using the images:annotate endpoint, and I want to specify the language, I want the returned results to be in English.</p>

<p>Is there a way I can achieve that?</p>",,1,2,,2018-06-08 15:54:37.010 UTC,,2018-08-01 14:47:31.570 UTC,,,,,5294761,1,0,android|google-cloud-platform|google-cloud-vision,314
Using the Google Cloud Vision API with a simple API key,43748559,Using the Google Cloud Vision API with a simple API key,"<p>I am using the Google Cloud Vision Java API client documented here: <a href=""https://cloud.google.com/vision/docs/reference/libraries"" rel=""noreferrer"">https://cloud.google.com/vision/docs/reference/libraries</a>.</p>

<p>The following quickstart code works fine if I use the implicit default credentials by setting the GOOGLE_APPLICATION_CREDENTIALS environment variable to reference a json file for the right ""service account"".</p>

<pre><code>// Imports the Google Cloud client library
import com.google.cloud.vision.spi.v1.ImageAnnotatorClient;
import com.google.cloud.vision.v1.AnnotateImageRequest;
import com.google.cloud.vision.v1.AnnotateImageResponse;
import com.google.cloud.vision.v1.BatchAnnotateImagesResponse;

...


public class QuickstartSample {
  public static void main(String... args) throws Exception {
    // Instantiates a client
    ImageAnnotatorClient vision = ImageAnnotatorClient.create();

    ...

    BatchAnnotateImagesResponse response = vision.batchAnnotateImages(requests);
    List&lt;AnnotateImageResponse&gt; responses = response.getResponsesList();

    ...
  }
}
</code></pre>

<p>However, I want to authenticate to the API using a simple (single-string) API key rather than a service account, and I cannot find documentation explaining how to do that through this java library.  Is it possible?</p>",,1,4,,2017-05-02 23:03:10.067 UTC,3,2019-02-25 01:09:02.100 UTC,,,,,255999,1,7,java|google-api|api-key|google-cloud-vision,2055
How to get frame of detected Barcode using Google Vision api for Barcode detection,42185396,How to get frame of detected Barcode using Google Vision api for Barcode detection,<p>The google Vision's Barcode detection API works fine and gets the result of the scanned barcode using Android. But I didn't find any way to get the frame from which the barcode is detected. Is there any way to get that exact frame?</p>,,0,1,,2017-02-12 07:57:59.323 UTC,1,2017-02-12 07:57:59.323 UTC,,,,,4866249,1,5,java|android|frame|barcode-scanner|google-vision,219
How to send image byte to Lambda through Boto3?,51676317,How to send image byte to Lambda through Boto3?,"<p>Is it possible to send image byte through Lambda using Boto3? The byte will be sent to Lambda function which will then forward the image to Rekognition. I've tried this but it didn't work:  </p>

<pre><code>with open(image_name) as image_source:
    image_bytes = image_source.read()

context = base64.b64encode(b'{""custom"":{ \
    ""image_name"":""'+imagename+'"", \
    ""image_bytes"" : ""'+image_bytes+'""}}').decode('utf-8')

response = lambda_fn.invoke(
    ClientContext=context,
    FunctionName='recognize-face-in-image'
)
</code></pre>

<p>And this is the Lambda function code:  </p>

<pre><code>import boto3  
import base64  
import json  

def lambda_handler(event, context):
 print(""Lambda triggered..."")
 rek = boto3.client('rekognition')

 context_dict = context.client_context.custom
 image_bytes = context_dict[""image_bytes""]
 rekresp = rek.detect_faces(Image={'Bytes': image_bytes},Attributes=['ALL'])
 if not rekresp['FaceDetails']:
     print ""No face""
 else:
     print ""Got face""  
</code></pre>

<p>When I run it, this is the Lambda function error shown in Cloudwatch:  </p>

<blockquote>
  <p>An error occurred (ValidationException) when calling the DetectFaces
  operation: 1 validation error detected: Value
  'java.nio.HeapByteBuffer[pos=0 lim=0 cap=0]' at 'image.bytes' failed
  to satisfy constraint: Member must have length greater than or equal
  to 1: ClientError Traceback (most recent call last): File
  ""/var/task/lambda_function.py"", line 17, in lambda_handler rekresp =
  rek.detect_faces(Image={'Bytes': image_bytes},Attributes=['ALL']) File
  ""/var/runtime/botocore/client.py"", line 314, in _api_call return
  self._make_api_call(operation_name, kwargs) File
  ""/var/runtime/botocore/client.py"", line 612, in _make_api_call raise
  error_class(parsed_response, operation_name) ClientError: An error
  occurred (ValidationException) when calling the DetectFaces operation:
  1 validation error detected: Value 'java.nio.HeapByteBuffer[pos=0
  lim=0 cap=0]' at 'image.bytes' failed to satisfy constraint: Member
  must have length greater than or equal to 1</p>
</blockquote>",51718171,2,0,,2018-08-03 15:56:47.347 UTC,,2018-08-07 02:57:40.350 UTC,2018-08-04 03:32:45.113 UTC,,174777,,3359297,1,1,python|amazon-web-services|aws-lambda|boto3,477
Watson Visual-Recognition not using custom classifier,40512241,Watson Visual-Recognition not using custom classifier,"<p>I am working with Watson Visual Recognition and have successfully created a custom classifier. The classifier shows that it is ready with the following status: </p>

<pre><code>{
""classifier_id"": ""paintings_----"",
""name"": ""paintings"",
""owner"": ""--- owner id -----"",
""status"": ""ready"",
""created"": ""2016-11-09T14:55:45.835Z"",
""classes"": [
    {""class"": ""water""},
    {""class"": ""collage""},
    {""class"": ""forest""},
    {""class"": ""beach""},
    {""class"": ""still""},
    {""class"": ""abstract""},
    {""class"": ""building""},
    {""class"": ""garden""}
],
""retrained"": ""2016-11-09T15:11:50.740Z""
}
</code></pre>

<p>I am executing the following curl command to test this classifier: </p>

<pre><code>curl -X POST -F ""images_file=@IMG_5309.JPG"" -F ""parameters=@paintings.json"" ""https://gateway-a.watsonplatform.net/visual-recognition/api/v3/classify?api_key={valid API key}&amp;version=2016-05-20&amp;threshold=0.0""
</code></pre>

<p>and the paintings.json file has the following content: </p>

<pre><code>{
""parameters"":{
  ""classifier_ids"": [
     ""water"",
     ""collage"",
     ""forest"",
     ""beach"",
     ""still"",
     ""abstract"",
     ""building"",
     ""garden""
    ] ,
  ""owner"":""me"",
  ""threshold"":"".5""
 }
}
</code></pre>

<p>Running this query returns the following result: </p>

<pre><code>{
""custom_classes"": 0,
""images"": [
    {
        ""classifiers"": [
            {
                ""classes"": [
                    {
                        ""class"": ""vegetation"",
                        ""score"": 1.0
                    },
                    {
                        ""class"": ""flower"",
                        ""score"": 0.668188,
                        ""type_hierarchy"": ""/products/gifts/flower""
                    },
                    {
                        ""class"": ""purple"",
                        ""score"": 0.268941,
                        ""type_hierarchy"": ""/colors/purple""
                    }
                ],
                ""classifier_id"": ""default"",
                ""name"": ""default""
            }
        ],
        ""image"": ""IMG_5309.JPG""
    }
],
""images_processed"": 1
}
</code></pre>

<p>Visual-Recognition is obviously not using my classifier file and I've probably missed something REALLY obvious. Any ideas on what I've missed? I am following the documentation here: <a href=""https://www.ibm.com/watson/developercloud/visual-recognition/api/v3/#classify_an_image"" rel=""nofollow noreferrer"">https://www.ibm.com/watson/developercloud/visual-recognition/api/v3/#classify_an_image</a> which states that the JSON parameters are: </p>

<p><strong>classifier_ids</strong> - An array of classifier IDs to classify the images against.</p>

<p><strong>owners</strong> - An array with the value(s) ""IBM"" and/or ""<strong>me</strong>"" to specify which classifiers to run.</p>

<p><strong>threshold</strong> - A floating point value that specifies the minimum score a class must have to be displayed in the response.</p>",40527628,3,0,,2016-11-09 16:58:26.057 UTC,,2018-03-12 06:01:57.930 UTC,,,,,2144140,1,0,curl|classification|visual-recognition,490
What are the correct params for Google Cloud Vision JSON Data,36416503,What are the correct params for Google Cloud Vision JSON Data,"<p>I'm getting this error:</p>

<p><code>error"": { ""code"": 400, ""message"": ""Invalid value at 'requests[0].image.content' (TYPE_BYTES), \""000002.jpg\"""", ""status"": ""INVALID_ARGUMENT"", ""details"": [ { ""@type"": ""type.googleapis.com/google.rpc.BadRequest""</code></p>

<p>And it may have something to do with the encoding of the images, not sure.  I am sending Google a bunch of <code>.jpg</code>s.  </p>

<p>Note that this is similar to <a href=""https://stackoverflow.com/questions/35925120/google-cloud-vision-getting-invalid-value-at-requests0-image-content"">this question</a>, but that one doesn't help a whole lot - there's no answer.</p>

<p>Here's my JSON:  </p>

<p><code>for f in $FILES
  do
    echo ""Original file name is $f""
    response=$(curl -v -H ""Accept: application/json"" -H ""Content-type:<br>
    application/json"" -X POST -d '{""requests"":[
       {
         ""image"":{
         ""content"":""'""$f""'""
       },
      ""features"":[
        {
          ""type"":""LABEL_DETECTION"",
          ""maxResults"":3
        }
      ]
    }]}' $baseURL)
    echo $response
done
</code></p>

<p>This is the first image I send it. <a href=""https://i.stack.imgur.com/ZN7wp.jpg"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/ZN7wp.jpg"" alt=""enter image description here""></a></p>

<p>Any thoughts on what's causing this?</p>",,1,0,,2016-04-05 03:15:37.117 UTC,,2016-04-11 11:00:52.253 UTC,2017-05-23 11:45:11.027 UTC,,-1,,464273,1,0,json|bash|google-cloud-vision,225
How to retain HTML formatting in GitHub readme file upon upload?,50786752,How to retain HTML formatting in GitHub readme file upon upload?,"<p>So i formatted the <code>README.md</code> file of a particular <code>GitHub</code> project using HTML as I found markdown to be quite limiting. Maybe I am not quite well versed with markdown or I prefer HTML, I am not sure. So the issue is, I have the README.md file on my local system and when I display it on browser using a Markdown plugin from Sublime Text, it shows up exactly as I want. But when I push the local README.md file to the server and try to view it in website, the formatting is lost completely. </p>

<p>Local formatting -</p>

<p><a href=""https://i.stack.imgur.com/19L3G.jpg"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/19L3G.jpg"" alt=""Local README.md""></a></p>

<p>GitHub website view -</p>

<p><a href=""https://i.stack.imgur.com/T7Get.jpg"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/T7Get.jpg"" alt=""website README.md""></a></p>

<p>As you can see, the two files are totally different. How can I preserve the formatting once it is uploaded on the GitHub server ? </p>

<p>The following is the spaghetti HTML code. It is very ugly.  I was in a hurry and so ended up with such ugly code violating every aspect of DRY. Please excuse that for now. </p>

<pre><code>    &lt;div class=""header"" style=""width: 100%; display: flex;""&gt;
    &lt;div style=""font-size: 50px; font-family: arial; width: 50%;""&gt; Blind Reader&lt;/div&gt; 
    &lt;div style=""width: 50%; text-align: right; display: table; ""&gt;
        &lt;span style="" letter-spacing: 5px; padding-left: 150px; font-family: verdana; font-size: 11px;  display: table-cell;vertical-align: middle ;  width: 20px;""&gt; Developers &lt;/span&gt;
        &lt;a href=""https://github.com/boudhayan-dev"" style="" padding-right: 17px;""&gt;&lt;img src=""images/dev1.png"" style=""height: 60px; width: 60px;""&gt;&lt;/a&gt;
        &lt;a href=""https://github.com/chinmay4382"" style="" padding-right: 17px;""&gt;&lt;img src=""images/dev2.png"" style=""height: 60px; width: 60px;""&gt;&lt;/a&gt;
    &lt;/div&gt;
&lt;/div&gt;

 &lt;div class=""badges-container""&gt;
    &lt;div class=""badges-body""&gt; 
        [![Ask Me Anything !](https://img.shields.io/badge/Ask%20me-anything-1abc9c.svg?longCache=true&amp;style=plastic)](https://GitHub.com/Naereen/ama) [![made-with-python](https://img.shields.io/badge/Made%20with-Python-blue.svg?longCache=true&amp;style=plastic)](https://www.python.org/) [![GitHub license](https://img.shields.io/github/license/Naereen/StrapDown.js.svg?longCache=true&amp;style=plastic)](https://github.com/Naereen/StrapDown.js/blob/master/LICENSE)  ![PyPI - Status](https://img.shields.io/pypi/status/Django.svg?style=plastic) ![Contributor](https://img.shields.io/badge/Contributors-2-orange.svg?longCache=true&amp;style=plastic) 
    &lt;/div&gt;
 &lt;/div&gt;


&lt;div class=""body-content""&gt; 
    &lt;span style=""font-size: 25px; font-family: verdana; color: #64686d;""&gt; Welcome to the &lt;span style=""color: #18529b;""&gt;Blind Reader&lt;/span&gt; project !&lt;/span&gt;
    &lt;br&gt;
    &lt;br&gt;
    &lt;div style=""font-size: 18px; font-family: verdana; text-align: justify;"" class=""introduction""&gt;Blind Reader is a portable, low-cost, reading device made for the blind people. The Braille machines are expensive and as a result are not accessible to many. &lt;strong&gt;Blind Reader &lt;/strong&gt;overcomes the limitation of conventional Braille machine by making it affordable for the common masses. The system uses OCR technology to convert images into text and reads out the text by using Text-to-Speech conversion.The system supports audio output via Speakers as well as headphone. The user also has the ability to pause the audio output whenever he desires. It also has the facility to store the images in their respective book folder, thereby creating digital backup simultaneously. With this system, the blind user does not require the complexity of Braille machine to read a book. All it takes is a button to control the entire system !
    &lt;/div&gt;
    &lt;div class=""dependency"" style=""font-family: verdana; font-size: 18px; padding-top: 30px;""&gt;
        &lt;span style=""font-size: 30px; font-family: verdana; font-weight: 500;""&gt;Dependency&lt;/span&gt;
        &lt;div style=""background:#757a79;height: 1.2px; width: 100%""&gt;&lt;/div&gt;&lt;br&gt;
        &lt;span style=""font-size: 18px; font-family: verdana; font-weight: 600;""&gt;Hardware Requirements:&lt;/span&gt;&lt;br&gt;
            &lt;ul&gt;
                &lt;li&gt;Raspberry Pi 3B.&lt;/li&gt;
                &lt;li&gt;Pi Camera.&lt;/li&gt;
                &lt;li&gt;Speakers / Headphones.&lt;/li&gt;
                &lt;li&gt;Push buttons - 2.&lt;/li&gt;
                &lt;li&gt;LDR - 1.&lt;/li&gt;
                &lt;li&gt;LED - 4.&lt;/li&gt;
                &lt;li&gt;Power supply - 5V,2A.&lt;/li&gt;
            &lt;/ul&gt;
        &lt;span style=""font-size: 18px; font-family: verdana; font-weight: 600;""&gt;Software Requirements:&lt;/span&gt;&lt;br&gt;
        &lt;ul&gt;
                &lt;li&gt;Python 3.&lt;/li&gt;
                &lt;li&gt;Python Dependencies:&lt;/li&gt;
                &lt;ul&gt;
                    &lt;li&gt;Rpi.GPIO&lt;/li&gt;
                    &lt;li&gt;Pygame library.&lt;/li&gt;
                    &lt;li&gt;picamera library.&lt;/li&gt;
                    &lt;li&gt;google-cloud.&lt;/li&gt;
                    &lt;li&gt;time.&lt;/li&gt;
                    &lt;li&gt;os.&lt;/li&gt;
                    &lt;li&gt;datetime.&lt;/li&gt;
                &lt;/ul&gt;
                &lt;li&gt;Google Cloud API - Vision , Text-to-Speech&lt;/li&gt;
            &lt;/ul&gt;
    &lt;/div&gt;
    &lt;div class=""code""  style=""font-family: verdana; font-size: 18px; padding-top: 30px;""&gt;
        &lt;span style=""font-size: 30px; font-family: verdana; font-weight: 500;""&gt;Usage&lt;/span&gt;
        &lt;div style=""background:#757a79;height: 1.2px; width: 100%""&gt;&lt;/div&gt;&lt;br&gt;
    &lt;/div&gt;
    &lt;div class=""usage-content"" style=""font-size: 18px; font-family: verdana; text-align: justify;""&gt;
        &lt;ul&gt;
            &lt;li&gt;
                Use the following code to install the Google cloud python dependency.&lt;br&gt;&lt;br&gt;&lt;code&gt;pip3 install --upgrade google-api-python-client&lt;br&gt;pip3 install --upgrade google-cloud-vision&lt;br&gt;pip3 install --upgrade google-cloud
                &lt;/code&gt;&lt;br&gt;&lt;br&gt;
                Use : &lt;a href=""https://developers.google.com/api-client-library/python/apis/vision/v1""&gt;Google CLoud Vision API &lt;/a&gt; for further Details.&lt;br&gt;&lt;br&gt;
            &lt;/li&gt;
            &lt;li&gt; Activate &lt;strong&gt;Cloud Vision API&lt;/strong&gt; and &lt;strong&gt;Google Cloud Text-to-Speech API&lt;/strong&gt; by visiting the dashboard and download the Service account credentials (Json file).&lt;/li&gt;
            &lt;br&gt;
            &lt;li&gt;
                Connect the hardware as follows:
                &lt;ul&gt;
                    &lt;li&gt;
                        Pi Camera --&gt; Camera Slot in Raspberry Pi 3.
                    &lt;/li&gt;
                    &lt;li&gt;
                        Pair Bluetooth Speaker / Insert headphone into Raspberry Pi 3 audio jack.
                    &lt;/li&gt;
                    &lt;li&gt;
                        LDR --&gt; GPIO 37.
                    &lt;/li&gt;
                    &lt;li&gt;
                        4 LEDs - GPIO 29 , 31 , 33 , 35 respectively.
                    &lt;/li&gt;
                    &lt;li&gt;
                        Push Button 1 ( Camera capture ) --&gt; GPIO 16.
                    &lt;/li&gt;
                    &lt;li&gt;
                        Push Button 2 ( Play/Pause audio ) --&gt; GPIO 18.
                    &lt;/li&gt;
                &lt;/ul&gt;
                &lt;br&gt;
            &lt;li&gt;
                Use the following code to start the system:
                &lt;br&gt;
                &lt;code&gt;
                    python3 //path/to/your/final.py/file
                &lt;/code&gt;
            &lt;/li&gt;
            &lt;br&gt;
            &lt;li&gt;
                Place the image to be read under the camera and press &lt;code&gt; Button 1 &lt;/code&gt; to read out a page.
            &lt;/li&gt;
        &lt;/ul&gt;
    &lt;/div&gt;
    &lt;div class=""system-images"" style=""font-family: verdana; font-size: 18px; padding-top: 30px;""&gt;
        &lt;span style=""font-size: 30px; font-family: verdana; font-weight: 500;""&gt;Demonstration&lt;/span&gt;
        &lt;div style=""background:#757a79;height: 1.2px; width: 100%""&gt;&lt;/div&gt;
    &lt;/div&gt;
    &lt;div class=""image-cotainer"" style=""display: flex;""&gt;
        &lt;div class=""image1"" style=""width: 50%""&gt; &lt;img src=""images/system1.jpg"" style=""width: 80%;""&gt;&lt;/div&gt;
        &lt;div class=""image2"" style=""width: 50%""&gt; &lt;img src=""images/system2.jpg"" style="" width: 80%; height: 80%; padding-top: 40px;""&gt;&lt;/div&gt;
    &lt;/div&gt;
    &lt;div class=""resources-section"" style=""font-family: verdana; font-size: 18px;""&gt;
        &lt;span style=""font-size: 30px; font-family: verdana; font-weight: 500;""&gt;Resources&lt;/span&gt;
        &lt;div style=""background:#757a79;height: 1.2px; width: 100%""&gt;&lt;/div&gt;
    &lt;/div&gt;
    &lt;div class=""resources-container"" style=""font-family: verdana; font-size: 18px;""&gt;
        &lt;ul&gt;&lt;br&gt;
            &lt;li&gt;
                &lt;a href=""https://cloud.google.com/python/docs/reference/""&gt;Google Cloud Platform.&lt;/a&gt;
            &lt;/li&gt;
            &lt;li&gt;
                &lt;a href=""https://www.pygame.org/news""&gt;Pygame python library.&lt;/a&gt;
            &lt;/li&gt;
            &lt;li&gt;
                &lt;a href=""https://www.raspberrypi.org/""&gt;Raspberry Pi.&lt;/a&gt;
            &lt;/li&gt;
            &lt;li&gt;
                &lt;a href=""https://www.python.org/""&gt;Python.&lt;/a&gt;
            &lt;/li&gt;
        &lt;/ul&gt;
    &lt;/div&gt;


&lt;/div&gt;
</code></pre>

<p>I have also takena  look at this <a href=""https://github.com/jch/html-pipeline/blob/master/lib/html/pipeline/sanitization_filter.rb#L41-L44"" rel=""nofollow noreferrer"">link</a>. It lists all the tags that are whitelisted by GitHub. And as I can see almost all the tags I have used are present here.</p>

<p>Please help.</p>",,1,6,,2018-06-10 18:19:15.090 UTC,,2018-06-11 14:48:48.350 UTC,2018-06-10 18:31:54.070 UTC,,9122915,,9122915,1,0,html|html5|github|markdown|github-flavored-markdown,258
Cropping a detected face,54725524,Cropping a detected face,"<p>i want to crop face detected from image that i capture from my phone. i'm using google vision API to detect face. i saw some questions similar to mine but they're using openCV.</p>

<p>i tried adding Bitmap.createBitmap();</p>

<p>but it can only accept int values. but my values has decimal so it's a float.</p>

<p>this is my code for face detection :</p>

<pre><code>private void scanFaces(){

     Bitmap bitmap = BitmapFactory.decodeFile(pathToFile);

    if (detector.isOperational() &amp;&amp; bitmap != null) {
        editedBitmap = Bitmap.createBitmap(bitmap.getWidth(), bitmap
                .getHeight(), bitmap.getConfig());
        float scale = getResources().getDisplayMetrics().density;
        Paint paint = new Paint(Paint.ANTI_ALIAS_FLAG);
        paint.setColor(Color.rgb(255, 61, 61));
        paint.setTextSize((int) (14 * scale));
        paint.setShadowLayer(1f, 0f, 1f, Color.WHITE);
        paint.setStyle(Paint.Style.STROKE);
        paint.setStrokeWidth(3f);
        Canvas canvas = new Canvas(editedBitmap);
        canvas.drawBitmap(bitmap, 0, 0, paint);
        Frame frame = new Frame.Builder().setBitmap(editedBitmap).build();
        SparseArray&lt;Face&gt; faces = detector.detect(frame);

        }

        if (faces.size() == 0) {

            deleteMediaFile();
            Intent intent = new Intent(FaceRegistration.this, NoFaceDetected.class);
            startActivity(intent);

        }
        else {
            Face face = faces.valueAt(index);
            canvas.drawRect(
                    face.getPosition().x,
                    face.getPosition().y,
                    face.getPosition().x + face.getWidth(),
                    face.getPosition().y + face.getHeight(), paint);
            imageView.setImageBitmap(editedBitmap);
        }
    } else {
        Toast.makeText(getApplicationContext(),""could not set up detector!"" , Toast.LENGTH_SHORT).show();
    }
}
</code></pre>",,0,0,,2019-02-16 17:03:21.213 UTC,,2019-02-16 18:56:42.127 UTC,2019-02-16 18:56:42.127 UTC,,2649012,,10918556,1,0,android|image|crop|face-detection,58
How to convert an image in imageView to text and present that text in a textView in android?,42731433,How to convert an image in imageView to text and present that text in a textView in android?,"<p>I am doing a module in which I need to [take an image -> crop it -> convert it to text] . I have done till taking a photo and cropping it and presenting it in imageView . But I am unable to convert that image in imageView to text . </p>

<p>This is the code :</p>

<pre><code>protected void onActivityResult(int requestCode, int resultCode, Intent data) {
        if (resultCode == RESULT_OK) {
            //user is returning from capturing an image using the camera
            if(requestCode == CAMERA_CAPTURE){
                //get the Uri for the captured image
                Uri uri = picUri;
                //carry out the crop operation
                performCrop();
                Log.d(""picUri"", uri.toString());

            }

            else if(requestCode == PICK_IMAGE_REQUEST){
                picUri = data.getData();
                Log.d(""uriGallery"", picUri.toString());
                performCrop();
            }

            //user is returning from cropping the image
            else if(requestCode == PIC_CROP){
                //get the returned data
                Bundle extras = data.getExtras();
                //get the cropped bitmap
                Bitmap thePic = (Bitmap) extras.get(""data"");
                //display the returned cropped image
                imageView.setImageBitmap(thePic);

            }

        }
    }
</code></pre>

<p>So what else can I do after [image.setImageBitmap(thePic)] to convert it to text and present in a TextView. 
I tried using Google Vision API code after [image.setImageBitmap(thePic)] but unable to convert it to text.It was showing an error saying 
[jni_helper.cc:110 Bitmap is of the wrong format: 4]<br>
[Fatal signal 6 (SIGABRT), code -6]</p>

<p>So, how to solve this problem.</p>",,1,1,,2017-03-11 04:44:25.413 UTC,,2017-03-11 05:18:53.653 UTC,2017-03-11 05:18:53.653 UTC,,5322454,,5322454,1,0,android|bitmap|textview|imageview,89
Using Image Recognition,45126387,Using Image Recognition,"<p>Is there any way of using Watsons image classifying abilities to extract information from an image of a document? Rather than simply classifying an image as a, b or c? </p>",,1,0,,2017-07-16 08:07:24.183 UTC,,2017-07-16 09:49:15.537 UTC,,,,,4777487,1,0,ibm-watson|watson,67
